total_price,created_at,customer_id,id,store_id,status,deposit_paid,deposit_screen_shot_url,deposit_status,deposit_value,items_total,shipping_cost,payment_status,payment_method_id
405,2026-03-12 05:43:46.377551,9c24f106-53f4-485a-b662-77847d19f196,02bddfa8-1104-43c8-8021-6bc45cfc52bc,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,1,,CONFIRMED,,325,80,,
415,2026-04-02 18:21:40.038157,39f6dd82-4d79-496b-90f2-ab397f56977d,02f8a132-4f1d-4dd5-825a-95580218849f,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,330,85,PENDING,3
999,2026-04-24 17:44:48.345725,8969eab9-b9f6-4258-a033-6ea585b3e09c,2136d306-fd37-46bb-b66f-73c48f634354,51da23d7-691e-4119-a13b-6670c18bba93,CONFIRMED,0,,NOT_REQUIRED,,999,0,PENDING,3
270,2026-03-18 23:04:53.74332,bbb35f79-bea2-4511-9a28-ddae8e5cdf56,28811e00-5f83-4fcf-b81b-817bd5d084eb,6f832b3e-eb01-4659-a46a-1147be39571c,CONFIRMED,1,https://pub-e3f67119581e41a09e34c0a920c52720.r2.dev/orders/28811e00-5f83-4fcf-b81b-817bd5d084eb/,CONFIRMED,62.5,250,20,PAID,3
575,2026-03-29 10:43:51.614013,15f13ff3-3fac-4a1e-8b8d-ef213e19b4cc,3fba4368-9f95-4280-b613-108718b82307,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,490,85,PENDING,3
1485,2026-03-30 00:24:54.461017,531fb7a9-9a8c-4266-bb67-9873e00f2db8,45d56ea4-b209-4800-9168-5e4a155f6b6c,9cfdfcde-b865-4d48-865e-78edca0d1313,PENDING,0,,NOT_REQUIRED,,1400,85,PENDING,3
1300,2026-03-10 02:30:02.03886,915a2ef7-594e-4411-9f16-4d8223d41d2a,47fc5135-6461-4336-a8df-1748e2633479,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,,,,,,,,
435,2026-03-24 16:17:41.733141,145e383c-2abb-48ad-ada2-df1a032f7e41,4929d0e3-3ff9-4591-8d29-2be83e2efadf,9cfdfcde-b865-4d48-865e-78edca0d1313,PROCESSING,0,,NOT_REQUIRED,,350,85,PENDING,3
270,2026-03-18 23:44:00.775153,d36f5e61-9330-4f21-a238-9b62e42d9ccd,4bf50bfd-00fd-4a9b-ad78-b5b9394856ac,6f832b3e-eb01-4659-a46a-1147be39571c,PENDING,0,,NOT_REQUIRED,,250,20,PENDING,3
520,2026-03-23 21:58:37.465188,71c4f62c-a11f-4824-a4d9-e2dd0af2ed85,4c457bd7-83b0-435f-85e8-114e36008737,6f832b3e-eb01-4659-a46a-1147be39571c,PENDING,0,,NOT_REQUIRED,,500,20,PENDING,3
915,2026-04-01 16:38:28.528319,3769b8b4-3667-4d93-87a0-79b829641662,515583e2-2d6c-405a-9858-1a7b96e88e00,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,830,85,PENDING,3
855,2026-03-24 19:10:41.120219,4b84ffac-b5ba-41d1-85b6-0619d63c80b9,5c8a51b9-adb2-42c2-a3be-ec33eb7ae894,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,770,85,PENDING,3
325,2026-03-11 00:56:18.394706,71930f77-53b2-45e6-9b82-c10ef0b39f73,60e1a645-b224-40a0-960b-897f85817d9b,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,,,,,,,,
435,2026-03-27 16:59:27.932857,6e991724-218d-43f6-89f5-14b7df19ba8c,694b9dff-af6f-462a-a135-64a17a8f78a7,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,350,85,PENDING,3
765,2026-04-01 19:22:27.475421,601d3920-6d6d-4043-a4b6-8285b92a22d9,6ad2775d-781d-4e5a-a5f5-69e6eb29e996,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,680,85,PENDING,3
435,2026-03-19 23:49:41.931931,29395332-225a-4e8b-8a13-b2ad08332714,6f5f1b25-2b00-49d2-95ca-23e4fd803489,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,https://pub-e3f67119581e41a09e34c0a920c52720.r2.dev/orders/6f5f1b25-2b00-49d2-95ca-23e4fd803489/,UNDER_REVIEW,435,350,85,PENDING,1
3235,2026-03-27 09:53:06.501251,f7844618-ad33-471d-bb02-34a9a54acb99,7519ff7b-3fbb-4273-b529-f68fb66edb3a,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,3150,85,PENDING,3
435,2026-03-25 04:55:36.804373,f59a83e3-3b3d-41cd-ba2c-b8e5c9bd0b9d,83160a1a-e5a1-41af-8e1d-fff339a052b8,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,350,85,PENDING,3
270,2026-03-21 11:15:01.891597,09eac76b-62c0-4d58-bf8a-5b4455d7dbf9,8539cb0b-536a-4fac-b50a-59779c28d224,6f832b3e-eb01-4659-a46a-1147be39571c,CONFIRMED,1,https://pub-e3f67119581e41a09e34c0a920c52720.r2.dev/orders/8539cb0b-536a-4fac-b50a-59779c28d224/,CONFIRMED,270,250,20,PAID,1
1000,2026-04-02 04:27:36.311107,54db2a15-da45-4fdf-a5e2-e3753bcb83ff,96a1b421-8cf9-4a96-9894-b74caa2d7116,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,890,110,PENDING,3
1205,2026-04-04 12:40:38.017792,00a6c9f2-bac9-4643-b8ff-873cdb8893b2,9886806f-20cf-46e2-a993-dd623dd78732,9cfdfcde-b865-4d48-865e-78edca0d1313,PENDING,0,,NOT_REQUIRED,,1120,85,PENDING,3
785,2026-03-25 19:46:10.734833,dfee1005-81d2-488c-8700-beb230dce3cf,9e8761f7-1bf2-457b-b89f-cc9aafc557a2,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,700,85,PENDING,3
280,2026-03-18 23:05:41.128661,acf2405d-1599-4441-94c9-d7d5ab38d1f6,a2e71cde-49ef-4f39-ad06-f62fe9ba1a17,6f832b3e-eb01-4659-a46a-1147be39571c,CANCELLED,0,https://pub-e3f67119581e41a09e34c0a920c52720.r2.dev/orders/a2e71cde-49ef-4f39-ad06-f62fe9ba1a17/,REJECTED,62.5,250,30,FAILED,3
270,2026-03-16 12:12:44.491431,5fa2755f-b018-40ab-b0cd-8f668ea37fc9,a6237042-8ca4-495c-ae76-3ade3ca5a5e1,6f832b3e-eb01-4659-a46a-1147be39571c,PENDING,0,,NOT_REQUIRED,,250,20,,
690,2026-03-12 05:01:51.479355,a9e906c3-8ce6-4f45-97c5-8f52be1a210c,a7d33b1d-c843-40de-814b-6c9d0f651341,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,1,,CONFIRMED,,610,80,,
422,2026-03-17 17:35:39.526713,fe69ae6f-df3c-4b93-b2eb-6bab6345ce7c,af901351-99c9-4a11-a169-0a5bc4a20ac5,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,1,,CONFIRMED,,342,80,,
690,2026-03-14 02:40:28.4138,dea40dfd-e15a-4dc7-af83-90ce2485491f,b25b4375-bef5-4f63-9977-fc0d6408f689,9cfdfcde-b865-4d48-865e-78edca0d1313,CANCELLED,1,,CONFIRMED,,610,80,,
999,2026-05-13 23:17:50.809432,8e6ccd20-f17f-455f-8499-673c2289bbaf,bcfb279f-7d9c-4822-9c06-f5cbd57cf7b5,51da23d7-691e-4119-a13b-6670c18bba93,PENDING,0,,NOT_REQUIRED,,999,0,PENDING,3
1649,2026-05-05 16:55:47.097913,ea727769-ef90-4e34-8b48-f434adb08d8e,c4dce645-94ec-4e8d-9014-b37fa98c8f82,51da23d7-691e-4119-a13b-6670c18bba93,PENDING,0,,NOT_REQUIRED,,1649,0,PENDING,3
280,2026-03-18 23:19:44.944954,91b78620-6607-48d7-a437-40dfe5026d0b,c98c1c8d-53bf-46f2-8eca-edf5c85b3be2,6f832b3e-eb01-4659-a46a-1147be39571c,CANCELLED,0,https://pub-e3f67119581e41a09e34c0a920c52720.r2.dev/orders/c98c1c8d-53bf-46f2-8eca-edf5c85b3be2/,REJECTED,280,250,30,FAILED,1
460,2026-03-29 15:30:12.43114,2ae28367-92e1-45cb-b53a-d652946e7caf,d10e7091-001e-4c06-9178-8c2fcd7aa69f,9cfdfcde-b865-4d48-865e-78edca0d1313,PENDING,0,,NOT_REQUIRED,,350,110,PENDING,3
180,2026-04-16 21:28:59.998329,6c39569c-02cb-4545-a090-2ac51c51f90a,d53ea7dc-41aa-4b33-bc11-120abe097cfd,fb972f74-0b45-417c-ab5e-e1ba39a53955,PROCESSING,0,,NOT_REQUIRED,,140,40,PENDING,3
465,2026-04-03 23:29:44.919519,ca8a7a00-bc56-4f4d-bac3-c887ece0e5fa,dac331d5-fdf4-4c6a-9c57-cf5d0d7b3e02,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,380,85,PENDING,3
415,2026-03-25 11:49:15.423315,e6df9a6f-731c-430c-bb17-46371fdf09a3,eb314f97-4537-4558-869d-6e6a7afd449a,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,330,85,PENDING,3
325,2026-03-09 20:11:40.49939,6ef4e370-f8fc-40f1-bda3-d054286681eb,ecf306e4-48d4-44e1-8df4-52455027b812,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,,,,,,,,
355,2026-03-30 12:54:12.058833,8a607fbe-3bd0-4e9c-a152-384fe0e27070,f4c88671-4dd9-42ad-a533-c0b1b79f529f,9cfdfcde-b865-4d48-865e-78edca0d1313,CONFIRMED,0,,NOT_REQUIRED,,270,85,PENDING,3
270,2026-03-18 23:19:03.629731,b89b731e-697f-46ca-a007-b14bb31b5701,fce8616c-1f9a-46aa-ba67-02516c1bd68b,6f832b3e-eb01-4659-a46a-1147be39571c,CONFIRMED,1,https://pub-e3f67119581e41a09e34c0a920c52720.r2.dev/orders/fce8616c-1f9a-46aa-ba67-02516c1bd68b/,CONFIRMED,270,250,20,PAID,1
